run,alpha,epislon,cycles,reward,violations
1,0.1,0.1,13.8828282828,22.2631313131,0.778282828283,,
2,0.1,0.2,14.8232323232,22.1383838384,1.31717171717,,
3,0.1,0.3,15.2282828283,21.8853535354,1.75757575758,,
4,0.1,0.4,16.0752525253,21.6851010101,2.27626262626,,
5,0.1,0.5,17.0217171717,21.1065656566,2.97222222222,,
6,0.1,0.6,17.8494949495,20.6939393939,3.58333333333,,
7,0.1,0.7,18.0282828283,19.6037878788,4.13888888889,,
8,0.1,0.8,18.9015151515,18.6037878788,4.89696969697,,
9,0.1,0.9,19.5106060606,17.4128787879,5.70454545455,,
10,0.1,1.0,20.2308080808,16.1931818182,6.40454545455,,
11,0.2,0.1,13.9444444444,22.2267676768,0.786868686869,,
12,0.2,0.2,14.8550505051,22.1606060606,1.26767676768,,
13,0.2,0.3,15.647979798, 22.0068181818,1.75858585859,,
14,0.2,0.4,16.0762626263,21.6699494949,2.28585858586,,
15,0.2,0.5,16.9121212121,21.3757575758,2.79949494949,,
16,0.2,0.6,17.8116161616,20.5803030303,3.57323232323,,
17,0.2,0.7,18.1893939394,19.6199494949,4.22878787879,,
18,0.2,0.8,19.0409090909,18.6222222222,4.95404040404,,
19,0.2,0.9,19.6787878788,17.5800505051,5.63131313131,,
20,0.2,1.0,20.1333333333,16.1212121212,6.36111111111,,
21,0.3,0.1,13.8277777778,22.0055555556,0.79898989899,,
22,0.3,0.2,14.7398989899,22.2712121212,1.20606060606,,
23,0.3,0.3,15.0353535354,21.8590909091,1.72474747475,,
24,0.3,0.4,16.1919191919,21.7126262626,2.3101010101,,
25,0.3,0.5,16.6595959596,21.1775252525,2.91111111111,,
26,0.3,0.6,17.3515151515,20.3765151515,3.46414141414,,
27,0.3,0.7,18.0156565657,19.5148989899,4.11717171717,,
28,0.3,0.8,19.1590909091,18.5929292929,4.95909090909,,
29,0.3,0.9,19.4297979798,17.501010101, 5.59090909091,,
30,0.3,1.0,20.0505050505,16.4247474747,6.29141414141,,
31,0.4,0.1,13.9434343434,22.2851010101,0.763131313131,,
32,0.4,0.2,14.4454545455,22.0742424242,1.21868686869,,
33,0.4,0.3,15.247979798, 21.8702020202,1.66262626263,,
34,0.4,0.4,15.902020202, 21.4452020202,2.21111111111,,
35,0.4,0.5,16.9212121212,20.801010101, 2.94545454545,,
36,0.4,0.6,17.4348484848,20.3457070707,3.49949494949,,
37,0.4,0.7,18.6126262626,19.7661616162,4.30050505051,,
38,0.4,0.8,18.8484848485,18.646969697, 4.91616161616,,
39,0.4,0.9,19.1671717172,17.5287878788,5.53484848485,,
40,0.4,1.0,20.2909090909,16.2035353535,6.48282828283,,
41,0.5,0.1,14.1232323232,22.1921717172,0.819191919192,,
42,0.5,0.2,14.9474747475,22.2906565657,1.25555555556,,
43,0.5,0.3,15.0651515152,21.9967171717,1.67424242424,,
44,0.5,0.4,15.9035353535,21.5924242424,2.20101010101,,
45,0.5,0.5,16.8585858586,20.9797979798,2.98282828283,,
46,0.5,0.6,17.4474747475,20.4388888889,3.5101010101,,
47,0.5,0.7,18.3070707071,19.6363636364,4.15858585859,,
48,0.5,0.8,18.8585858586,18.7204545455,4.88737373737,,
49,0.5,0.9,19.8191919192,17.4025252525,5.78939393939,,
50,0.5,1.0,19.9333333333,16.0505050505,6.26363636364,,
51,0.6,0.1,13.6828282828,22.071969697, 0.764646464646,,
52,0.6,0.2,14.4757575758,22.0633838384,1.20252525253,,
53,0.6,0.3,15.5964646465,22.0628787879,1.70252525253,,
54,0.6,0.4,15.6358585859,21.452020202, 2.20454545455,,
55,0.6,0.5,16.4444444444,21.1383838384,2.78282828283,,
56,0.6,0.6,17.2242424242,20.4954545455,3.4095959596,,
57,0.6,0.7,18.2116161616,19.3441919192,4.15757575758,,
58,0.6,0.8,18.753030303, 18.6684343434,4.81818181818,,
59,0.6,0.9,19.2025252525,17.4568181818,5.47575757576,,
60,0.6,1.0,20.1131313131,16.2138888889,6.34898989899,,
61,0.7,0.1,13.8252525253,22.1282828283,0.770202020202,,
62,0.7,0.2,14.6202020202,22.0838383838,1.26363636364,,
63,0.7,0.3,15.4439393939,22.0835858586,1.68484848485,,
64,0.7,0.4,16.4070707071,21.6252525253,2.31111111111,,
65,0.7,0.5,16.8606060606,21.1015151515,2.85151515152,,
66,0.7,0.6,17.6136363636,20.523989899, 3.49090909091,,
67,0.7,0.7,17.953030303, 19.6474747475,4.02070707071,,
68,0.7,0.8,18.6818181818,18.770959596, 4.77474747475,,
69,0.7,0.9,19.5696969697,17.4555555556,5.72424242424,,
70,0.7,1.0,20.1803030303,16.4075757576,6.35101010101,,
71,0.8,0.1,13.8328282828,22.1462121212,0.789393939394,,
72,0.8,0.2,14.6161616162,22.2212121212,1.21515151515,,
73,0.8,0.3,15.0984848485,22.0222222222,1.66161616162,,
74,0.8,0.4,15.8484848485,21.6194444444,2.17070707071,,
75,0.8,0.5,16.4505050505,21.1545454545,2.71919191919,,
76,0.8,0.6,17.5202020202,20.2851010101,3.45151515152,,
77,0.8,0.7,17.9196969697,19.6106060606,4.14747474747,,
78,0.8,0.8,18.7191919192,18.6070707071,4.74494949495,,
79,0.8,0.9,19.6828282828,17.6356060606,5.65151515152,,
80,0.8,1.0,20.1131313131,16.476010101, 6.33383838384,,
81,0.9,0.1,14.0707070707,22.3292929293,0.765151515152,,
82,0.9,0.2,14.5964646465,22.3378787879,1.22575757576,,
83,0.9,0.3,15.1676767677,22.0909090909,1.65404040404,,
84,0.9,0.4,15.9161616162,21.5843434343,2.19393939394,,
85,0.9,0.5,16.6601010101,21.0878787879,2.78333333333,,
86,0.9,0.6,17.7656565657,20.7017676768,3.5297979798,,
87,0.9,0.7,18.0343434343,19.7558080808,4.1101010101,,
88,0.9,0.8,18.8818181818,18.6351010101,4.8601010101,,
89,0.9,0.9,20.0858585859,17.4914141414,5.82222222222,,
90,0.9,1.0,20.1818181818,16.1343434343,6.43383838384,,
91,1.0,0.1,14.0414141414,22.0522727273,0.784343434343,,
92,1.0,0.2,14.0732323232,21.9893939394,1.12070707071,,
93,1.0,0.3,15.1383838384,22.0055555556,1.61666666667,,
94,1.0,0.4,15.8702020202,21.4861111111,2.20909090909,,
95,1.0,0.5,16.8419191919,21.1898989899,2.84191919192,,
96,1.0,0.6,17.4055555556,20.3348484848,3.50202020202,,
97,1.0,0.7,18.3621212121,19.4196969697,4.26565656566,,
98,1.0,0.8,18.8075757576,18.2363636364,4.96666666667,,
99,1.0,0.9,19.7434343434,17.4454545455,5.62727272727,,
100,1.0,1.0,20.1414141414,16.203030303, 6.36868686869,,
